TenantId,IsS500,CssUrl
4831ebad-1133-4335-a45a-b8711351bb29,No,"https://aadcdn.msauthimages.net/81d6b03a-8-ui-owhj189xezkzfw15yyzu6-xjdcyvv-hata2cv4/logintenantbranding/0/customcss"
c21acc1b-27ab-4ea9-8faf-6b8ec34f4d35,No,"https://aadcdn.msauthimages.net/81d6b03a-fxktdnb-smfrvikaoodqvmko-dixpaxehsggnr67uic/logintenantbranding/0/customcss"
7174eda3-30f7-4c6e-85fe-67fbbc711808,No,"https://aadcdn.msauthimages.net/81d6b03a-3bwdjpfpd-jgrrheydkrea2di-yqeoxlpozq0qqpyrs/logintenantbranding/0/customcss"
88a496e9-9451-44e0-b7f5-919ca2fef052,No,"https://aadcdn.msauthimages.net/81d6b03a-lyi-nniwuw2ufonhjp871eflafl96mblqbnoecngoc/logintenantbranding/0/customcss"
9ff76c8a-2f85-47b2-a2e3-23ebd7c3e501,No,"https://aadcdn.msauthimages.net/81d6b03a-l4rxaudfccovbvmypkf9dlgf4yy1jjxdsz5zkk5ydmu/logintenantbranding/0/customcss"
f286caee-6b9f-4571-8334-5ea7ba19bb98,No,"https://aadcdn.msauthimages.net/81d6b03a-f5bddzyfa3cjb09rswwlgqnua4m-uou5axpyxe4ymy/logintenantbranding/0/customcss"
cced04dd-4177-46ce-a8ac-e50383fd25fe,No,"https://aadcdn.msauthimages.net/81d6b03a-k8jenjuvzdkrr6ygircqqk97viqlwzabypzhij-uor0/logintenantbranding/0/customcss"
f2cf196a-ecd1-4355-9260-44bb15362e06,No,"https://aadcdn.msauthimages.net/81d6b03a-h12jtq1akpwbbydqqo5vldlptdge2g5nniu6u0grgrg/logintenantbranding/0/customcss"
fcc519b1-4ebc-47df-8c64-221a1f94d973,No,"https://aadcdn.msauthimages.net/81d6b03a-jz3ytcakaimlmegxiwu7jx0qdtm92w6y9y-nd-4sgbw/logintenantbranding/0/customcss"
62d89704-bb06-4d0b-985d-814df5cd9b05,No,"https://aadcdn.msauthimages.net/81d6b03a-e3msnblhproeb70yw8rswhgit7fzzzbfx8w7wy5vskq/logintenantbranding/0/customcss"
24c89f3f-845f-4226-a4b9-607a4cf307ac,No,"https://aadcdn.msauthimages.net/81d6b03a-dnnpnwplkzehdgtzv2x5dobjbf6jap-fcv2irh9wh9m/logintenantbranding/0/customcss"
abe43fc9-97b2-4e40-bed7-8a99fec3577e,No,"https://aadcdn.msauthimages.net/81d6b03a-xbnqmrwm9mzpk7pe7bygpszwemjwfwxczgtqkawhzaw/logintenantbranding/0/customcss"
ccc40dd7-c4b5-4900-840c-caeec8a07406,No,"https://aadcdn.msauthimages.net/81d6b03a-bzpwn23l7j-hhw90quihhncvngmhy-isrn-euwtaymy/logintenantbranding/0/customcss"
98bc612e-15ac-4d0c-8739-a40b3ad3cfc6,No,"https://aadcdn.msauthimages.net/81d6b03a-18mp-z-8pmnyjrtkxgdfbjb1oyoi4jsarhaiwyktplo/logintenantbranding/0/customcss"
6a942724-d16d-49bc-87d6-056ce265ea6d,No,"https://aadcdn.msauthimages.net/81d6b03a-lqvvuz9yy0qwhmtvcv8dxolbwugwsejeuqpk4nthjt0/logintenantbranding/0/customcss"
caa9ec21-bcab-4544-af18-bfc520f7d18b,No,"https://aadcdn.msauthimages.net/81d6b03a-1ggzxwofymv3j7gkcrxf-nrvfbebxz3tlfyi6jsc7io/logintenantbranding/0/customcss"
