TenantId,Selector,Property,CleanProperty,Value,CssUrl,IsS500
4988f031-381a-4da2-b02f-30cc63a14f90,.ext-button.ext-secondary,position,position,,,No
4988f031-381a-4da2-b02f-30cc63a14f90,.ext-sign-in-box,margin,margin,,,No
4988f031-381a-4da2-b02f-30cc63a14f90,.ext-boilerplate-text,margin,margin,,,No
4988f031-381a-4da2-b02f-30cc63a14f90,.ext-promoted-fed-cred-box,margin-bottom,margin-bottom,,,No
414156b4-fa33-456e-aa75-c882d2f524c7,.ext-sign-in-box,margin,margin,,,No
9916e3a0-d5c7-4684-8a57-5b925fd213f2,.ext-title,margin-bottom,margin-bottom,,,No
9916e3a0-d5c7-4684-8a57-5b925fd213f2,.ext-button.ext-primary:active,transform,transform,,,No
9916e3a0-d5c7-4684-8a57-5b925fd213f2,.ext-error,margin-top,margin-top,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,body,margin,margin,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,#content,margin,margin,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.input-field,margin,margin,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.error-message,margin-top,margin-top,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.loading,opacity,opacity,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.loading,pointer-events,pointer-events,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,0%,transform,transform,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,100%,transform,transform,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.visually-hidden,position,position,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.visually-hidden,margin,margin,,,No
27d71789-4f75-47b1-8cfc-945e178e04e4,.visually-hidden,overflow,overflow,,,No
8392ed03-7f96-414a-bc94-4f16dc0b9cf4,"a, a:link",margin-bottom,margin-bottom,,,No
8392ed03-7f96-414a-bc94-4f16dc0b9cf4,.ext-banner-logo,margin-bottom,margin-bottom,,,No
8392ed03-7f96-414a-bc94-4f16dc0b9cf4,.ext-header-description,margin-bottom,margin-bottom,,,No
8392ed03-7f96-414a-bc94-4f16dc0b9cf4,.ext-input.ext-text-box,margin-bottom,margin-bottom,,,No
8392ed03-7f96-414a-bc94-4f16dc0b9cf4,.ext-button-field-container,"position""",position,,,No
fad83d41-719c-4c88-ba67-db6f3e6903ed,.ext-header-logo img,filter,filter,,,No
37c9dee6-9e6e-4ab4-9f37-b5bae67e7af3,.ext-title,margin,margin,,,No
37c9dee6-9e6e-4ab4-9f37-b5bae67e7af3,.ext-button.ext-primary:active,transform,transform,,,No
59ec72b7-e82c-4235-b225-4f4da4460ff8,.ext-banner-logo,margin-left,margin-left,,,No
59ec72b7-e82c-4235-b225-4f4da4460ff8,.ext-banner-logo,margin-right,margin-right,,,No
59ec72b7-e82c-4235-b225-4f4da4460ff8,.ext-banner-logo,margin-bottom,margin-bottom,,,No
513adf77-f668-4236-b8ca-69a3fa99220c,.ext-banner-logo,position,position,,,No
513adf77-f668-4236-b8ca-69a3fa99220c,.ext-banner-logo,bottom,bottom,,,No
e880f0e6-8d29-4675-8fbc-326eb670c840,.ext-background-overlay,filter,filter,,,No
e880f0e6-8d29-4675-8fbc-326eb670c840,.ext-background-overlay,position,position,,,No
e880f0e6-8d29-4675-8fbc-326eb670c840,.ext-background-overlay,top,top,,,No
39b394c3-96d3-4e51-b78f-8105a10f0bd5,.ext-background-overlay,opacity,opacity,,,No
e3da82c1-83fc-43de-ad22-1a0a859fadd5,.ext-banner-logo,margin-left,margin-left,,,No
e3da82c1-83fc-43de-ad22-1a0a859fadd5,.ext-banner-logo,margin-right,margin-right,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body,margin,margin,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body,overflow,overflow,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageConatiner, .pageContainer, [data-viewid]",margin,margin,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::before,position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::before,top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::before,left,left,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::before,z-index,z-index,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::after,position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::after,top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::after,left,left,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::after,opacity,opacity,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body::after,z-index,z-index,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::before, [data-viewid]::before",position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::before, [data-viewid]::before",top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::before, [data-viewid]::before",left,left,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::before, [data-viewid]::before",z-index,z-index,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::after, [data-viewid]::after",position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::after, [data-viewid]::after",top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::after, [data-viewid]::after",left,left,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".pageContainer::after, [data-viewid]::after",z-index,z-index,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,"0%, 100%",transform,transform,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,50%,transform,transform,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body > div:first-child::before,position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body > div:first-child::before,top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body > div:first-child::before,left,left,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,body > div:first-child::before,z-index,z-index,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,0%,opacity,opacity,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,0%,transform,transform,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,100%,opacity,opacity,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,100%,transform,transform,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".inner, .self_asserted_container, .panel, form, #api, .api, [role='main'], .entry, .entry-item",position,position,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".inner, .self_asserted_container, .panel, form, #api, .api, [role='main'], .entry, .entry-item",right,right,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".inner, .self_asserted_container, .panel, form, #api, .api, [role='main'], .entry, .entry-item",top,top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".inner, .self_asserted_container, .panel, form, #api, .api, [role='main'], .entry, .entry-item",margin,margin,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".panel-default, .panel",margin,margin,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,"h1, h2, .intro h2, .heading",margin-bottom,margin-bottom,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".intro p, .subheading",margin-bottom,margin-bottom,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,"input[type='email'], input[type='text'], input[type='password'], .entry-item input",margin-bottom,margin-bottom,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,label,margin-bottom,margin-bottom,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,"button[type='submit'], .button, button.btn, button#next, #next",margin-top,margin-top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,"button[type='submit']:hover, .button:hover, button.btn:hover, button#next:hover, #next:hover",transform,transform,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".error, .error-msg",margin-top,margin-top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,.success,margin-top,margin-top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".social button, button[data-provider]",margin-bottom,margin-bottom,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,.claims-provider-list-buttons,margin-top,margin-top,,,No
5abbf2f8-c20f-4349-81db-1bb940bb9ffa,".inner, .self_asserted_container, .panel, form, #api, .api, [role='main'], .entry, .entry-item","left""",left,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-title,margin-bottom,margin-bottom,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-title,margin-top,margin-top,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-primary,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-primary:hover,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-primary:focus,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-primary:focus:hover,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-primary:active,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-secondary,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-secondary:hover,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-secondary:focus,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-secondary:focus:hover,margin,margin,,,No
ad3441ec-18c5-4c04-8adf-a871475ff83e,.ext-button.ext-secondary:active,margin,margin,,,No
c0cedcf1-0bb8-4e05-a241-a8b0ae475224,.ext-banner-logo,margin-left,margin-left,,,No
c0cedcf1-0bb8-4e05-a241-a8b0ae475224,.ext-banner-logo,margin-right,margin-right,,,No
c0cedcf1-0bb8-4e05-a241-a8b0ae475224,.ext-promoted-fed-cred-box,overflow,overflow,,,No
c0cedcf1-0bb8-4e05-a241-a8b0ae475224,.ext-button.ext-primary,margin-top,margin-top,,,No
c0cedcf1-0bb8-4e05-a241-a8b0ae475224,.ext-button.ext-secondary,margin-top,margin-top,,,No
efe550ad-734d-4027-96e8-8dbb164241d4,.ext-background-overlay,opacity,opacity,,,No
efe550ad-734d-4027-96e8-8dbb164241d4,.ext-boilerplate-text p,margin-top,margin-top,,,No
efe550ad-734d-4027-96e8-8dbb164241d4,.ext-boilerplate-text p,margin-bottom,margin-bottom,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-header,z-index,z-index,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-header,position,position,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-sign-in-box,z-index,z-index,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-promoted-fed-cred-box,z-index,z-index,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-footer,z-index,z-index,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-footer.ext-has-background,z-index,z-index,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-footer-links,margin-right,margin-right,,,No
1994c699-0090-4d80-9714-b673f08a3ea7,.ext-footer-links,margin-left,margin-left,,,No
82d3d75e-c5fb-43b5-a6ce-743c62127b6f,.ext-header-logo,margin-left,margin-left,,,No
1a74ae36-58a2-4815-9955-6cda2951901b,.ext-header-logo,margin-top,margin-top,,,No
1a74ae36-58a2-4815-9955-6cda2951901b,.ext-error,margin-bottom,margin-bottom,,,No
1a74ae36-58a2-4815-9955-6cda2951901b,.ext-header-logo,margin-top,margin-top,,,No
1a74ae36-58a2-4815-9955-6cda2951901b,.ext-error,margin-bottom,margin-bottom,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,body,margin,margin,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,".login-container, .login-wrapper",margin,margin,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,"input[type='text'], input[type='password'], .form-control",margin-bottom,margin-bottom,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,".branding-logo img, .login-logo img",margin-bottom,margin-bottom,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,".footer, .login-footer",margin-top,margin-top,,,No
0853a2b1-bf4b-46ec-8f2a-45ff8fe3ffac,label,"margin-bottom""",margin-bottom,,,No
3beb167b-b672-4659-9aaa-b4cb23289fbf,.boilerplate-text,margin,margin,,,No
d43b420e-d114-4600-a0e9-79b144a6b74e,.ext-banner-logo,margin-left,margin-left,,,No
d43b420e-d114-4600-a0e9-79b144a6b74e,.ext-banner-logo,margin-right,margin-right,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,".inner, .sign-in-box",margin-left,margin-left,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,".inner, .sign-in-box",margin-right,margin-right,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,".inner, .sign-in-box",position,position,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,".inner, .sign-in-box",margin-bottom,margin-bottom,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,".inner, .sign-in-box",overflow,overflow,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,.button-container,position,position,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,.button-container,bottom,bottom,,,No
525e9c34-ba0f-4d67-82b6-acda016765d2,.button-container,"right""",right,,,No
42445f8d-05f8-4356-87f6-ea45bbe6e80f,.ext-banner-logo,margin-left,margin-left,,,No
42445f8d-05f8-4356-87f6-ea45bbe6e80f,.ext-banner-logo,margin-right,margin-right,,,No
6f7be0a2-03a2-4854-99a6-e218493dfc19,.ext-background-overlay,position,position,,,No
6f7be0a2-03a2-4854-99a6-e218493dfc19,.ext-background-overlay,top,top,,,No
2a50d403-50c1-463a-8424-cbf62f9e74ea,.ext-background-overlay,position,position,,,No
2a50d403-50c1-463a-8424-cbf62f9e74ea,.ext-background-overlay,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-enabled,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-enabled body,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-is-hidden,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-is-hidden,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-is-hidden,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-container~.fancybox-container,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-bg,.fancybox-inner,.fancybox-outer,.fancybox-stage",position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-bg,.fancybox-inner,.fancybox-outer,.fancybox-stage",top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-bg,.fancybox-inner,.fancybox-outer,.fancybox-stage",right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-bg,.fancybox-inner,.fancybox-outer,.fancybox-stage",bottom,bottom,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-bg,.fancybox-inner,.fancybox-outer,.fancybox-stage",left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-bg,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-is-open .fancybox-bg,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-caption-wrap,.fancybox-infobar,.fancybox-toolbar",position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-caption-wrap,.fancybox-infobar,.fancybox-toolbar",z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-caption-wrap,.fancybox-infobar,.fancybox-toolbar",opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-show-caption .fancybox-caption-wrap,.fancybox-show-infobar .fancybox-infobar,.fancybox-show-toolbar .fancybox-toolbar",opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-infobar,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-infobar,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-infobar,margin-left,margin-left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-infobar__body,pointer-events,pointer-events,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-toolbar,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-toolbar,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-stage,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-stage,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide--image,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide--next,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>div,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>div,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>div,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide .fancybox-image-wrap,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-image,.fancybox-spaceball",position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-image,.fancybox-spaceball",top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-image,.fancybox-spaceball",left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-image,.fancybox-spaceball",margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-spaceball,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide--iframe .fancybox-content,overflow,overflow,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-error,.fancybox-iframe",margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-error p,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small:after,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small:after,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small:after,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-close-small:after,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide--iframe .fancybox-close-small,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide--iframe .fancybox-close-small,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-caption-wrap,bottom,bottom,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-caption-wrap,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-caption-wrap,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-caption-wrap,pointer-events,pointer-events,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-caption a,.fancybox-caption button,.fancybox-caption select",pointer-events,pointer-events,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button[disabled],pointer-events,pointer-events,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button:after,.fancybox-button:before",pointer-events,pointer-events,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button:after,.fancybox-button:before",position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button:after,.fancybox-button:before",opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button[disabled]:after,.fancybox-button[disabled]:before",opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button--left:after,.fancybox-button--right:after",top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--left:after,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--left:after,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--right:after,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--right:after,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button--close:after,.fancybox-button--close:before",position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button--close:after,.fancybox-button--close:before",top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-button--close:after,.fancybox-button--close:before",left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--close:before,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-button--close:after,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow,margin,margin,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow:after,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow:after,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow--right,right,right,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow--left,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-arrow--left,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-arrow--left:after,.fancybox-arrow--right:after",left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-show-nav .fancybox-arrow,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-show-nav .fancybox-arrow[disabled],opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,position,position,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,top,top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,left,left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,margin-top,margin-top,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,margin-left,margin-left,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-slide>.fancybox-loading,z-index,z-index,,,No
76a56f15-6f7d-473b-a605-406735212ff5,0%,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,to,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--previous,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--previous,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--next,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--next,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--current,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-slide.fancybox-slide--current,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,".fancybox-fx-fade.fancybox-slide--next,.fancybox-fx-fade.fancybox-slide--previous",opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-fade.fancybox-slide--current,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--previous,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--previous,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--next,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--next,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--current,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-zoom-in-out.fancybox-slide--current,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--previous,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--previous,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--next,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--next,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--current,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-rotate.fancybox-slide--current,opacity,opacity,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-circular.fancybox-slide--previous,transform,transform,,,No
76a56f15-6f7d-473b-a605-406735212ff5,.fancybox-fx-circular.fancybox-slide--previous,opacity,opacity,,,No
