TenantId,Selector,Property,CleanProperty,Value,CssUrl,IsS500
47eaa5df-c2ed-4af0-80eb-fda4cd6ed64c,.ext-button-item,margin-left,margin-left,,,No
396a5f5f-4bee-4dd0-aea6-809ef5dc4ac7,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
396a5f5f-4bee-4dd0-aea6-809ef5dc4ac7,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
eddefb6c-0150-49d6-9239-6a79cde6cac3,.ext-sign-in-box,margin-left,margin-left,,,No
eddefb6c-0150-49d6-9239-6a79cde6cac3,.ext-promoted-fed-cred-box,margin-left,margin-left,,,No
eddefb6c-0150-49d6-9239-6a79cde6cac3,.ext-promoted-fed-cred-box,margin-top,margin-top,,,No
2f59b096-90b4-4537-8a44-2922502b40f7,.ext-text-box::placeholder,opacity,opacity,,,No
2f59b096-90b4-4537-8a44-2922502b40f7,.ext-label,margin-bottom,margin-bottom,,,No
2f59b096-90b4-4537-8a44-2922502b40f7,.ext-error-message,margin-top,margin-top,,,No
2f59b096-90b4-4537-8a44-2922502b40f7,.ext-header,margin-bottom,margin-bottom,,,No
2f59b096-90b4-4537-8a44-2922502b40f7,.ext-footer,margin-top,margin-top,,,No
cba0d0bd-27ee-4530-8654-65b8381e174c,.ext-banner-logo,margin-left,margin-left,,,No
cba0d0bd-27ee-4530-8654-65b8381e174c,.ext-banner-logo,margin-right,margin-right,,,No
e3c16110-342a-4635-9f44-942057bba93d,.ext-banner-logo,margin-left,margin-left,,,No
e3c16110-342a-4635-9f44-942057bba93d,.ext-banner-logo,margin-right,margin-right,,,No
f8ab8ee4-051e-4ba8-b0fc-352568a52c6b,.ext-button.ext-secondary,margin-right,margin-right,,,No
0f7c1253-284e-48be-807b-e9053658dfab,.ext-banner-logo,margin-left,margin-left,,,No
0f7c1253-284e-48be-807b-e9053658dfab,.ext-banner-logo,margin-right,margin-right,,,No
0f7c1253-284e-48be-807b-e9053658dfab,.ext-banner-logo,margin-bottom,margin-bottom,,,No
2bde6fb0-1d32-4ab0-a190-84c00c951f09,.ext-sign-in-box,opacity,opacity,,,No
cf1f09f4-cd3d-44a3-aec2-a1bbfbf1672d,#lightboxTemplateContainer > div.outer > div.template-section.main-section > div > div > div > div > div:nth-child(2) > div > div > div > div > div > div.table-cell.tile-img.medium,position,position,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-top,margin-top,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-right,margin-right,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-left,margin-left,,,No
285eb44a-b85f-4264-a40f-a22ade6d638b,.ext-footer-content.ext-footer-item,margin-bottom,margin-bottom,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,0%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,12%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,28%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,44%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,61%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,79%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,92%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,100%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,0%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,15%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,15%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,32%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,32%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,48%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,48%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,64%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,64%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,81%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,81%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,100%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,17%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,39%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,83%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,22%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,22%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,44%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,66%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,66%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,88%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,88%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,0%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,25%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,25%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,50%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,50%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,75%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,75%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,100%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,"0%, 100%",filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,33%,filter,filter,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,14%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,14%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,31%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,31%,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,48%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,66%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,83%,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh,position,position,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh,pointer-events,pointer-events,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh,overflow,overflow,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::before,position,position,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::before,top,top,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::before,left,left,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::before,mix-blend-mode,mix-blend-mode,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::after,position,position,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::after,top,top,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::after,left,left,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-swoosh::after,mix-blend-mode,mix-blend-mode,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-background-wrapper,position,position,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-background-wrapper,top,top,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-background-wrapper,left,left,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-background-wrapper,transform,transform,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-background-svg,opacity,opacity,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-mesh,position,position,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-mesh,pointer-events,pointer-events,,,No
e60c59ad-3431-44c7-95c8-08f19b1540eb,.hero-mesh,"mix-blend-mode""",mix-blend-mode,,,No
c5f02ada-9b55-4659-9c41-4c6be6bab438,.ext-banner-logo,margin-left,margin-left,,,No
c5f02ada-9b55-4659-9c41-4c6be6bab438,.ext-banner-logo,margin-right,margin-right,,,No
f68b091b-956a-4492-82f6-09ea559823e9,#custom-banner img,margin-right,margin-right,,,No
f68b091b-956a-4492-82f6-09ea559823e9,#custom-banner h1,margin,margin,,,No
f66ade00-8ef5-41e7-941c-8818dbc7fd72,.ext-banner-logo,margin-left,margin-left,,,No
f66ade00-8ef5-41e7-941c-8818dbc7fd72,.ext-banner-logo,margin-right,margin-right,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-sign-in-box,margin-left,margin-left,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-sign-in-box,margin-right,margin-right,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-sign-in-box,position,position,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-sign-in-box,margin-bottom,margin-bottom,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-sign-in-box,overflow,overflow,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-promoted-fed-cred-box,margin-left,margin-left,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-promoted-fed-cred-box,margin-right,margin-right,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-promoted-fed-cred-box,position,position,,,No
e746b9d6-3740-4531-a7ef-8253b3c877fa,.ext-promoted-fed-cred-box,margin-bottom,margin-bottom,,,No
c0c69dec-c732-4cb7-9e2d-5de8ddf33f45,.ext-sign-in-box,opacity,opacity,,,No
22256de6-2ee0-4e3d-b8d8-925153c4bd43,.ext-sign-in-box,opacity,opacity,,,No
9796cc55-af85-46f2-aa6f-dd72398dd430,.ext-sign-in-box,opacity,opacity,,,No
3d878438-fb3d-4a24-9274-5243be94b175,.ext-sign-in-box,opacity,opacity,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-sign-in-box,margin,margin,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".ext-title, h1, .title",margin,margin,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".ext-label, label",margin-bottom,margin-bottom,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".ext-error, .error, .pageLevel",margin-top,margin-top,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-boilerplate-text,opacity,opacity,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-input.ext-text-box,margin-top,margin-top,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-input.ext-text-box,margin-bottom,margin-bottom,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-footer,margin-top,margin-top,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,.ext-input[type='checkbox'],margin-right,margin-right,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner, div.identityBanner, [class*='identityBanner']",margin-bottom,margin-bottom,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner .backButton, .identityBanner button.backButton, .backButton#idBtn_Back, #idBtn_Back, button[id*='idBtn_Back']",position,position,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner .backButton, .identityBanner button.backButton, .backButton#idBtn_Back, #idBtn_Back, button[id*='idBtn_Back']",left,left,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner .backButton, .identityBanner button.backButton, .backButton#idBtn_Back, #idBtn_Back, button[id*='idBtn_Back']",top,top,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner .backButton:hover, .backButton#idBtn_Back:hover",opacity,opacity,,,No
cec66056-1016-4c62-9a66-c64bb3d8acf6,".identityBanner .backButton img, .backButton img","filter""",filter,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-middle,margin-bottom,margin-bottom,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-middle,margin-top,margin-top,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-title,margin-bottom,margin-bottom,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-header-description,margin-bottom,margin-bottom,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-password-reset-links-container,margin-bottom,margin-bottom,,,No
fd7567bc-9ce9-48e2-ad98-fb4da69b545a,.ext-button-item,margin-right,margin-right,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-background-image,position,position,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-header,margin,margin,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-header-logo,overflow,overflow,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-banner-logo,overflow,overflow,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-primary,pointer-events,pointer-events,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-primary:focus,transform,transform,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-primary:active,transform,transform,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary,pointer-events,pointer-events,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:focus,transform,transform,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:active,transform,transform,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-background-image,position,position,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-header,margin,margin,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-header-logo,overflow,overflow,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-banner-logo,overflow,overflow,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-subtitle,margin-top,margin-top,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-subtitle,margin-bottom,margin-bottom,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-primary:hover,filter,filter,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:hover,filter,filter,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:focus,filter,filter,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:focus:hover,filter,filter,,,No
39578364-88ba-4434-869f-85ac8d8644db,.ext-button.ext-secondary:active,filter,filter,,,No
39578364-88ba-4434-869f-85ac8d8644db,.link:active,filter,filter,,,No
eb534792-8597-4105-86e2-e76769a3c386,.ext-sign-in-box,position,position,,,No
eb534792-8597-4105-86e2-e76769a3c386,.ext-sign-in-box,transform,transform,,,No
eb534792-8597-4105-86e2-e76769a3c386,.ext-sign-in-box,top,top,,,No
eb534792-8597-4105-86e2-e76769a3c386,.ext-sign-in-box,left,left,,,No
eb534792-8597-4105-86e2-e76769a3c386,.ext-identity,overflow,overflow,,,No
6454acc0-32c2-4598-af94-4bbdb44a1b2b,.ext-promoted-fed-cred-box,margin-left,margin-left,,,No
6454acc0-32c2-4598-af94-4bbdb44a1b2b,.ext-promoted-fed-cred-box,margin-right,margin-right,,,No
dc300319-36a8-4b6f-8040-1b72b9a9333e,.ext-button.ext-primary:hover,transform,transform,,,No
a582b9af-3383-4332-8bdf-6481d202758b,.ext-sign-in-box,opacity,opacity,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,body,margin,margin,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,a:active,opacity,opacity,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,.ext-title,margin-bottom,margin-bottom,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,.ext-button.ext-primary:hover,transform,transform,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,.ext-button.ext-primary:active,transform,transform,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,.ext-error,margin-top,margin-top,,,No
b61c707e-f40c-433d-ac0f-175296ff27a4,.ext-boilerplate-text,margin-top,margin-top,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,import url('https: *,margin,margin,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,body::before,position,position,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,h2,margin-bottom,margin-bottom,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field,position,position,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field,margin,margin,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field label,position,position,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field label,top,top,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field label,left,left,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field label,transform,transform,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.input-field label,pointer-events,pointer-events,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,".input-field input:focus~label, .input-field input:valid~label",top,top,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,".input-field input:focus~label, .input-field input:valid~label",transform,transform,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.forget,margin,margin,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.forget label p,margin-left,margin-left,,,No
a7e3ecc6-85ce-4cc6-93a0-11b63082b797,.register,"margin-top""",margin-top,,,No
79940450-24ea-4667-a8ea-6b58a8361993,.ext-banner-logo,margin-left,margin-left,,,No
79940450-24ea-4667-a8ea-6b58a8361993,.ext-banner-logo,margin-right,margin-right,,,No
79940450-24ea-4667-a8ea-6b58a8361993,.ext-banner-logo,margin-bottom,margin-bottom,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup form,position,position,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup h2,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .button,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .mc-field-group,position,position,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .size1of2,margin-right,margin-right,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,* html #mc_embed_signup .size1of2,margin-right,margin-right,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .mc-field-group label,margin-bottom,margin-bottom,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .mc-field-group select,margin-bottom,margin-bottom,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,"#mc_embed_signup .datefield input, #mc_embed_signup .phonefield-us input",margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .indicates-required,margin-right,margin-right,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .asterisk,position,position,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .asterisk,top,top,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .mc-field-group.input-group ul,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup .mc-field-group.input-group ul li,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div#mce-responses,top,top,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div#mce-responses,overflow,overflow,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div#mce-responses,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div.response,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div.response,top,top,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup div.response,z-index,z-index,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup label.error,margin-left,margin-left,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc-embedded-subscribe,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup #num-subscribers span,margin-right,margin-right,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup #mc-embedded-subscribe-form div.mce_inline_error,margin,margin,,,No
c0165c5f-1ebe-494d-8672-480af85eeaa1,#mc_embed_signup #mc-embedded-subscribe-form div.mce_inline_error,"z-index""",z-index,,,No
66972ae7-9977-4084-8019-cfbe5a13b119,body,margin,margin,,,No
66972ae7-9977-4084-8019-cfbe5a13b119,"h1, h2, h3","margin-bottom""",margin-bottom,,,No
77164853-2118-4fa6-a377-1b4224be0d17,.ext-banner-logo,margin-left,margin-left,,,No
77164853-2118-4fa6-a377-1b4224be0d17,.ext-banner-logo,margin-right,margin-right,,,No
8efb20c6-6180-401f-b1c5-17dc864a199e,*,margin,margin,,,No
8efb20c6-6180-401f-b1c5-17dc864a199e,.header,margin-bottom,margin-bottom,,,No
8efb20c6-6180-401f-b1c5-17dc864a199e,.input-group,margin-bottom,margin-bottom,,,No
8efb20c6-6180-401f-b1c5-17dc864a199e,.input-group label,margin-bottom,margin-bottom,,,No
8efb20c6-6180-401f-b1c5-17dc864a199e,.footer,margin-top,margin-top,,,No
afbe7b39-dd25-4e28-9e0e-60ba402ce321,.ext-banner-logo,margin,margin,,,No
